id	isv	addition	partOfSpeech
13412	utirak		m.
13414	utirati		v.tr. ipf.
34180	utišati		v.tr. ipf.
34183	utišiti		v.tr. pf.
35669	utȯčniti		v.tr. pf.
35670	utȯčnjati		v.tr. ipf.
35671	utȯčnjeńje		n.
3834	utomljeny		adj.
21620	utonųti		v.intr. pf.
32389	utopičny		adj.
32388	utopija		f.
32390	utopist		m.anim.
37770	utopiti sę		v.refl. pf.
37769	utopiti		v.tr. pf.
35924	utopizm		m.sg.
12635	utraćati čas		v.ipf.
21621	utraćati sę		v.refl. ipf.
12636	utraćati udobnomožnosť		v.ipf.
12637	utraćati vrěmę		v.ipf.
12638	utraćati vse		v.ipf.
2939	utraćati		v.tr. ipf.
5068	utraćeny		adj.
3730	utrata		f.
21623	utratiti sę		v.refl. pf.
12663	utratiti		v.tr. pf.
8365	utrišnji, utrišny		adj.
392	utro		n.
23793	utrom		adv.
3818	utŕpěti	(utŕpi)	v.tr. pf.
34029	utŕti, utrěti	(utre)	v.tr. pf.
13417	utrudniti		v.tr. pf.
13418	utrudnjati		v.tr. ipf.
1651	utvŕditi		v.tr. pf.
36404	utvŕditi		v.tr. pf.
393	utvŕđati		v.tr. ipf.
36403	utvŕđati		v.tr. ipf.
13421	utvŕđeńje		n.
13422	uvadnjati		v.tr. ipf.
5188	uvaga		f.
19100	uvaljnjati sę od	(+2)	v.refl. ipf.
19099	uvaljnjati sę		v.refl. ipf.
3555	uvaljnjati		v.tr. ipf.
3562	uvaljnjati		v.tr. ipf.
13423	uvažańje		n.sg.
4483	uvažati		v.tr. ipf.
22178	uvažati		v.tr. ipf.
19102	uvažiti		v.tr. pf.
19104	uvažny		adj.
1620	uvědamjati		v.tr. ipf.
23949	uvędati		v.intr. ipf.
23951	uvędnųti		v.intr. pf.
1619	uvědomiti		v.tr. pf.
5853	uvědomjeńje		n.
1611	uvědomjeny		adj.
30958	uvěkověčiti		v.tr. pf.
22289	uveličati		v.tr. ipf.
35060	uveličeńje		n.
22290	uveličiti		v.tr. pf.
36668	uvěriti sę		v.refl. pf.
199	uvěriti		v.tr. pf.
200	uvěriti		v.tr. pf.
36670	uvěrjati sę		v.refl. ipf.
1649	uvěrjati		v.tr. ipf.
3200	uvěrjeno		adv.
13434	uvěrjenosť		f.
1599	uvěrjeny		adj.
23438	uvertura		f.
36555	uvęznųti		v.intr. pf.
5555	uviděti	(uvidi)	v.tr. pf.
13444	uvodniti		v.tr. pf.
19108	uvoljniti sę od	(+2)	v.refl. pf.
19107	uvoljniti sę		v.refl. pf.
3558	uvoljniti		v.tr. pf.
3560	uvoljniti		v.tr. pf.
30961	uvularny		adj.
23643	uzbečsky, uzbeksky		adj.
5932	Uzbek		m.anim.
5933	Uzbekistan		m.sg.
32759	uzda		f.
13455	uzdråvitelj		m.anim.
15123	uzdråviti		v.tr. pf.
15124	uzdravjati		v.tr. ipf.
35065	uznańje		n.sg.
3805	uznati		v.tr. pf.
3804	uznavati		v.tr. ipf.
4044	uzrěti	(uzri)	v.tr. pf.
36459	uzurpator		m.anim.
36458	uzurpovati		v.tr. ipf./pf.
16917	už ne		adv.
114	už, uže		adv.
13461	užas		m.
5105	užasati		v.tr. ipf.
5865	užasneny		adj.
20258	užasno		adv.
5106	užasnųti		v.tr. pf.
13465	užasny		adj.
37497	užasy		m.pl.
22932	užiti	(užive)	v.tr. pf.
30964	uživańje		n.
22931	uživati		v.tr. ipf.
1606	v času	(+2)	prep.
5119	v dany moment		adv.
19109	v domu		adv.
4945	v imenu	(+2)	prep.
3615	v koncu		adv.
13474	v mig oka		adv.
13472	v mig		adv.
13476	v obličju prava		adv.
13478	v obličju trudnostij		adv.
19113	v odnošeńju k	(+3)	prep.
13480	v odråzlikě od	(+2)	prep.
35517	v porędku		adv.
5954	v prošlom godu		adv.
17089	v protivnosti k	(+3)	prep.
5156	v ramkah	(+2)	prep.
3245	v råzličji od	(+2)	prep.
36234	v směru strělky časovnika		adv.
30967	v sumě		adv.
4948	v svęzi s	(+5)	prep.
19117	v tečeńju	(+2)	prep.
13485	v tom samom vrěmenu		adv.
37155	v tutom momentu		adv.
5829	v vrěmenu	(+2)	prep.
13486	v vśakom slučaju		adv.
15193	v zaměn za	(+4)	prep.
13990	v zaměn		adv.
1607	v, vȯ	(+6)	prep.
3982	v, vȯ	(+4)	prep.
23166	vabik		m.
23164	vabiti		v.tr. ipf.
30970	vaflja		f.
5645	vaga		f.
22173	vaga		f.
21638	vagati sę		v.refl. ipf.
35086	vagina		f.
1608	vagon		m.
30973	vagonetka		f.
30974	Vagy		f.pl.
37079	Vah		m.sg.
36927	vajatelj		m.anim.
36914	vajati		v.tr. ipf.
30978	vakacije		f.pl.
30979	vakancija		f.
30980	vakantny		adj.
30981	vakcina		f.
30983	vakuum		m.
22184	val		m.
30984	val		m.
13489	vala		f.
20283	valėc		m.
30987	valenky		m.pl.
30988	valentnosť		f.
30989	valeriana		f.
30990	valerianka		f.
31853	valet		m.anim.
34976	valisty papugajėk		m.anim.
3472	valiti		v.tr. ipf.
30996	valjati sę		v.refl. ipf.
22181	valjati		v.tr. ipf.
30997	valjcevati		v.intr. ipf./pf.
30998	valkirija		f.
30999	vals		m.
31000	valsovati		v.intr. ipf.
23462	valtorna		f.
31005	valtornist		m.anim.
1698	valuta		f.
1553	vam		pron.pers.
31007	vampir		m.anim.
22619	vanadij		m.sg.
31009	vandal		m.anim.
31010	vandalizm		m.sg.
31012	vanilin		m.sg.
31011	vanilja		f.
3450	vanna		f.
31014	vanta		f.
31015	vapno		n.
37080	Vardar		m.sg.
17058	variacija		f.
17059	variant		m.
31021	variete		n.indecl.
31022	variovati		v.intr. ipf./pf.
5210	variti		v.tr. ipf.
31024	Varjag		m.anim.
21211	varjeńje		n.sg.
21212	varlivy		adj.
23518	Varšava		f.sg.
19513	Varšavsky Dogovor		m.sg.
37083	Varta		f.sg.
31025	varvar		m.anim.
31026	varvarizm		m.sg.
31027	varvaŕsky		adj.
2413	vas		pron.pers.
31028	vasal		m.anim.
32779	vasaľna dŕžava		f.
1631	vaš		pron.poss.
31032	vat		m.
31033	vata		f.
31035	vaterlinija		f.
31038	Vatikan		m.sg.
31039	vavilońsky		adj.
31040	vaza		f.
19160	vazektomija		f.
31041	vazelin		m.
13495	važeńje		n.
6005	važiti		v.tr. ipf.
20808	važka		f.
13502	važno		adv.
19161	važnosť		f.
1632	važny		adj.
34878	včasno		adv.
34879	včasnosť		f.
34880	včasny		adj.
1067	včera		adv.
35266	včerašnji, včerašny		adj.
19119	včleniti		v.tr. pf.
19118	včlenjati		v.tr. ipf.
13505	vdęčno		adv.
4902	vdęčnosť		f.
4900	vdęčny		adj.
31046	vděti niť v iglų		v.tr. pf.
32941	vděvati niť v iglų		v.tr. ipf.
23788	vdȯhnųti		v.tr. pf.
3075	vdol		adv.
464	vdova		f.
4284	vdovėc		m.anim.
23787	vdyhati		v.tr. ipf.
3916	vebmaster		m.anim.
3074	veb-sajt, vebsajt		m.
35238	veb-strånica		f.
1635	věć		f.
34902	vęće ili mėnje		adv.
4546	vęće		adv.
22402	věće		n.
2264	vęćiństvo		n.
412	vęćši		adj.comp.
1653	večer		m.
2416	večerja		f.
13519	večerjati		v.intr. ipf.
23796	večerny		adj.
1637	večerom		adv.
37945	večiństvėny		adj.
13524	věčno		adv.
15634	věčnosť		f.
1657	věčny		adj.
37052	věď		adv.
15126	věda		f.
15127	věděńje		n.sg.
15128	věděti	(vě)	v.tr. ipf.
31102	vędly		adj.
4829	věďma		f.
13647	věďmak		m.anim.
13644	vędneńje		n.sg.
13642	vędneny		adj.
15130	vědnosť		f.
13643	vędnųti		v.intr. ipf.
36420	vědomo		adv.
22209	vědomosť		f.
20284	vědomy		adj.
1306	vědro		n.
31063	vegetacija		f.
31064	vegetarianėc		m.anim.
32754	vegetarianka		f.
31065	vegetariańsky		adj.
31066	vegetativny		adj.
36311	vějalo		n.
36312	vějaŕ		m.
31068	vějati	(věje)	v.intr. ipf.
4110	věk		m.
4616	věk		m.
31073	věko		n.
31074	věko		n.
31075	veksel		m.
31076	vektor		m.
31092	velarny		adj.
3047	velblųd		m.anim.
19165	velebny		adj.
22283	velebny		adj.
31078	velen		m.
36868	velesila		f.
31079	velěti	(veli)	v.tr. ipf./pf.
13545	veličejši		adj.comp.
5286	veličina		f.
31083	veličje		n.sg.
22284	veličstvėny		adj.
22285	veličstvo		n.
31084	Velika Britanija		f.sg.
16374	Velika Noć		f.
13539	velikan		m.anim.
16373	Velikdėnj		m.
19169	velikodušno		adv.
19170	velikodušnosť		f.
19172	velikodušny		adj.
22286	velikolěpny		adj.
35595	velikosť		f.
31091	velikosvetsky		adj.
689	veliky gråd		m.
130	veliky palėc		m.
10461	Veliky Pętȯk		m.
19168	veliky šlem		m.
6	veliky		adj.
21639	velje		adv.
21641	velje		adv.
13547	veľmi rano		adv.
13549	Veľmi Važna Osoba		f.
13546	veľmi		adv.
20809	veľmoža		m.anim.
37111	velogońščik		m.anim.
4476	velosiped		m.
31101	velosipedist		m.anim.
20811	veľryb		m.anim.
35057	Vels		m.sg.
35058	velssky		adj.
31097	velur		m.
13558	vely		adj.
4239	vėlžnosť		f.
4238	vėlžny		adj.
31103	vena		f.
31105	vendeta		f.
704	věnėc		m.
19177	Venera		f.
31107	veneričny		adj.
16792	Venezuela		f.sg.
22451	venezueľsky		adj.
31116	venozny		adj.
31118	ventilacija		f.
5830	ventilator		m.
31117	ventilj		m.
31120	ventilovati		v.tr. ipf./pf.
31123	vepŕ		m.anim.
2429	věra		f.
31125	veranda		f.
31126	verbaľny		adj.
31127	verbena		f.
37314	verbovańje		n.
31128	verbovati		v.tr. ipf./pf.
31129	verdikt		m.
35333	věręći	(-ego)	m.anim.
1897	verf		m.
32836	verifikacija		f.
20285	verifikovajemy		adj.
20286	verifikovati		v.tr. ipf.
19179	veriga		f.
22554	verigy		f.pl.
22322	věritelj		m.anim.
3106	věriti		v.tr. ipf.
31133	vermišelj		f.
31134	vermut		m.
35334	věrnik		m.anim.
31135	vernisaž		m.
3308	věrny		adj.
3917	věrny		adj.
19181	věrodostojnosť		f.
19184	věrodostojny		adj.
19187	věrogodnosť		f.
19190	věrogodny		adj.
1102	věrojętno		adv.
13576	věrojętnosť		f.
3405	věrojętny		adj.
36225	věrolomnik		m.anim.
20812	věrolomnosť		f.
20814	věrolomny		adj.
13564	věrozakon		m.
13578	věrozakonny		adj.
959	versija, verzija		f.
31143	versta		f.
31144	verš		m.
20287	vertikaľny		adj.
1676	vėś	(vśa, vśe)	pron.indef.
31150	vėś	(vsi)	f.
22342	vėśde		adv.
3583	veseliti sę		v.refl. ipf.
13581	veseliti		v.tr. ipf.
980	veseljańje		n.sg.
6039	veseľje		n.sg.
19196	Veselogo Rođeńja!		intj.
13588	veselosť		f.
16383	vesely		adj.
19200	Veselyh Svętkov!		intj.
31151	veslo		n.
328	vesna		f.
3073	věsť		f.
13592	věsti		f.pl.
13593	vesti	(vede)	v.tr. ipf.
31155	vestibulj		m.
19201	věstnik		m.anim.
22211	věstnik		m.
22212	věstnik		m.anim.
19193	věšalka		f.
4045	věšati		v.tr. ipf.
3270	veteran		m.anim.
13962	veteranka		f.
31163	veterinaŕ		m.anim.
32431	veterinaŕny		adj.
31165	vethy		adj.
2153	větka		f.
1677	veto		n.
1678	větr		m.
13599	větrak		m.
33033	větrėc		m.
33032	větrik		m.
19202	větrilo		n.
19203	větriti		v.tr. ipf.
15137	větrnica		f.
19205	větrno plåtno		n.
19206	větrnoplåtnica		f.
13596	větrny mlyn		m.
13595	větrny		adj.
5000	větva		f.
1681	veverica		f.
31170	vęz		m.
19210	vęzalo		n.
19215	vęzati šnurom		v.ipf.
2509	vęzati	(vęže)	v.tr. ipf.
1702	vęzėnj		m.anim.
2161	vęzeńje		n.
31172	vezir		m.anim.
19216	vęzka		f.
22189	vęznųti		v.intr. ipf.
36270	vezti sę		v.refl. ipf.
1683	vezti		v.tr. ipf.
2032	věža		f.
19208	věža		f.
34984	vględati sę		v.refl. ipf.
13607	vględěti sę	(vględi)	v.refl. pf.
31176	vgorų		adv.
5294	vhod		m.
65	vhoditi		v.intr. ipf.
19123	vhodna karta		f.
19120	vhođeńje		n.sg.
31177	viadukt		m.
31178	vibracija		f.
32988	vibrafon		m.
31179	vibrator		m.
31181	vibrovati		v.intr. ipf./pf.
1689	vid		m.
22419	vid		m.
23074	vid		m.
31183	vid		m.
31186	viděńje		n.
13616	viděny		adj.
2151	video		n.
36778	videokarta		f.
2185	viděti	(vidi)	v.tr. ipf.
20288	vidimo		adv.
19219	vidimy		adj.
22423	vidnokrųg		m.
13619	vidny		adj.
19220	Viena		f.sg.
4750	Vietnam		m.sg.
4751	vietnamsky		adj.
31190	vigvam		m.
31191	vihȯr	(vihra)	m.
33586	vihȯr	(vihra)	m.
33587	vihȯr	(vihra)	m.
31193	vika		f.
31194	vikarij		m.anim.
3096	vikend		m.
16139	vikendovy		adj.
35076	viki		f.indecl.
31195	viking		m.anim.
35277	Vikipedija		f.
31196	vikont		m.anim.
31197	vikontesa		f.
31189	vikunja		f.
31199	vila		f.
4666	vilica		f.
31201	vily		f.pl.
2604	vina		f.
31204	vinegret		m.
1159	viniteljnik, viniteljny padež		m.
2605	viniti za		v.tr. ipf.
31205	vinjetka		f.
36157	vinna loza		f.
15140	vinnik		m.anim.
15141	vinnosť		f.
1009	vinny		adj.
1400	vino		n.
13626	vinobrańje		n.
13627	vinogråd, vinogrådnik		m.
13628	vinogrådny		adj.
13629	vinogrådstvo		n.sg.
23733	vinovaty		adj.
721	vinovnik		m.anim.
31209	vint		m.
4148	vintovka		f.
23442	viola		f.
16140	violina		f.
16141	violinist		m.anim.
31212	violončelist		m.anim.
23440	violončelo		n.
31214	viraž		m.
31215	Virdžinija		f.sg.
31867	virolog		m.anim.
37436	virologičny		adj.
31868	virologija		f.sg.
5173	virtuaľny		adj.
31216	virtuoz		m.anim.
23654	virus		m.
32780	visęći zamȯk		m.
22431	visělica		f.
1163	visěti	(visi)	v.intr. ipf.
23161	viski		n.indecl.
31221	viskoza		f.
23663	Visla		f.sg.
21225	visokosny god		m.
31224	vist		m.
19221	višnja		f.
31225	višnjevy		adj.
15146	Vitaj!		intj.
15147	Vitajte!		intj.
31227	vitalist		m.anim.
31228	vitalističny		adj.
31229	vitalizm		m.sg.
16303	vitamin		m.
15148	vitańje		n.
2981	vitati		v.tr. ipf.
19222	vitęź		m.anim.
695	vitęzstvo		n.
33580	viti gnězdo		phrase
5627	viti sę	(vije)	v.refl. ipf.
31233	viti	(vije)	v.tr. ipf.
33571	viti	(vije)	v.tr. ipf.
33572	viti	(vije)	v.tr. ipf.
33573	viti	(vije)	v.tr. ipf.
33574	viti	(vije)	v.tr. ipf.
36104	Vitlejem		m.
31234	vitraž		m.
31235	vitrina		f.
20289	vivisekcija		f.
666	viza		f.
31239	vizavi	(+2)	prep.
33002	vizažist		m.anim.
33003	vizažistka		f.
23075	vizija		f.
3035	vizita		f.
31242	vizuaľny		adj.
37081	Vjatka		f.sg.
5493	vjehati	(vjede)	v.intr. pf.
5492	vježđati		v.intr. ipf.
3956	vklad		m.
3954	vkladati		v.tr. ipf.
20263	vključajųći	(+4)	prep.
1699	vključati		v.tr. ipf.
3923	vključati		v.tr. ipf.
20264	vključeńje		n.sg.
35221	vključiteljny		adj.
2162	vključiti		v.tr. pf.
3926	vključiti		v.tr. pf.
35330	vključno		adv.
31244	vkupě		adv.
2160	vkųs		m.
2542	vkųsiti		v.tr. pf.
31248	vkųsny		adj.
1814	vkųšati		v.tr. ipf.
22517	vlåčiti		v.tr. ipf.
22518	vlåčiti		v.tr. ipf.
2528	vlada		f.
22468	vlada		f.
13668	vladaŕ		m.anim.
13669	vladaŕka		f.
569	vladati, vlåděti	(+5)	v.intr. ipf.
13670	vladati, vlåděti	(+5)	v.intr. ipf.
22476	vladati, vlåděti	(+5)	v.intr. ipf.
22477	vladati, vlåděti	(+5)	v.intr. ipf.
22478	vladati, vlåděti	(+5)	v.intr. ipf.
22479	vladati, vlåděti	(+5)	v.intr. ipf.
33612	vladati, vlåděti	(+5)	v.intr. ipf.
33615	vladati, vlåděti	(+5)	v.intr. ipf.
22471	vladėc		m.anim.
35392	vladny		adj.
22473	vladyka		m.anim.
19224	vlåga		f.
13242	vlagańje		n.
13243	vlagatelj		m.anim.
15103	vlagati		v.tr. ipf.
6196	vlåk		m.
2530	vlåkno		n.
23398	vlamyvatelj		m.anim.
5590	vlamyvati sę		v.refl. ipf.
2529	vlås		m.
19225	vlåsaty		adj.
6320	vlasť		f.
13677	vlasť		f.
15741	vlastnica		f.
22481	vlastničstvo		n.
24014	vlastničstvo		n.
3363	vlastnik		m.anim.
13678	vlastnik		m.anim.
13681	vlastniti		v.tr. ipf.
13685	vlastno imę		n.
13683	vlastnosť		f.
1913	vlastny		adj.
22480	vlastny		adj.
34713	vlåžiti		v.tr. pf.
19228	vlåžnosť		f.
19231	vlåžny		adj.
3570	vlěkti		v.tr. ipf.
5280	vlěvo		adv.
37182	vlězati		v.intr. ipf.
37181	#vlězti		v.intr. pf.
20791	vliv		m.
20792	vlivati		v.intr. ipf.
23397	vlivny		adj.
4612	vlomiti sę		v.refl. pf.
4613	vlomjeńje		n.
3955	vložiti		v.tr. pf.
37082	Vltava		f.sg.
31258	vměstiti		v.tr. pf.
2531	vměsto	(+2)	prep.
15151	vměstu		adv.
20270	vměšańje		n.
2532	vměšati sę		v.refl. pf.
35545	vměšati		v.tr. pf.
32434	vměšćati		v.tr. ipf.
2533	vměšivati sę		v.refl. ipf.
35546	vměšivati		v.tr. ipf.
16902	vně		adv.
16904	vně	(+2)	prep.
37164	vněrędna situacija		f.
5455	vnesti		v.tr. pf.
16903	vněšnji, vněšny		adj.
35762	vnězemny		adj.
20795	vnikati		v.intr. ipf.
20798	vniknųti		v.intr. pf.
19234	vnimańje		n.sg.
36795	vnimateljny		adj.
23378	vniz		adv.
5454	vnositi		v.tr. ipf.
35619	vnučę		n.
15644	vnučka		f.
1430	vnuk		m.anim.
2540	vnųtri	(+2)	prep.
21642	vnųtri		adv.
38012	vnųtri-		prefix
22378	vnųtrišnji, vnųtrišny		adj.
19235	vnųtrna valuta		f.
2950	vnųtrnosť		f.
22376	vnųtrnosti		f.pl.
19237	vnųtrny produkt		m.
19238	vnųtrny spor		m.
2534	vnųtrny		adj.
16484	vȯ vśakom slučaju		adv.
2537	voda		f.
31270	vodevilj		m.
22208	vodič		m.
15152	voditelj		m.anim.
13717	voditeljstvo		n.sg.
13719	voditi k	(+3)	v.ipf.
2536	voditi		v.tr. ipf.
4644	vodka		f.
31273	vȯdle	(+2)	prep.
2538	vodno polo		n.sg.
33823	vodny znak		m.
36769	vodny		adj.
22547	#vodobojaznj		f.
31274	vododěl		m.
19240	vodojėm		m.
20816	Vodolěj		m.anim.
33822	vodoodporny		adj.
4991	vodopad		m.
31278	vodopoj		m.
3425	vodoråsť		f.
22548	vodoråvny		adj.
22545	vodorod		m.sg.
36907	vodosborny basen		m.
4992	vodoskok		m.
4990	vodotok		m.
22243	vodovod		m.
22549	vodozemny		adj.
13723	vodstvo		n.sg.
2541	vođ		m.anim.
31282	vođa		f.
36984	vojak		m.anim.
3108	vȯjdti	(vȯjde; všėl)	v.intr. pf.
35493	vojenna aviacija		f.
13731	vojenne igry		f.pl.
36229	vojenno stańje		n.sg.
5056	vojenno-moŕske sily		f.pl.
35492	vojenno-vȯzdušne sily		f.pl.
2124	vojenny		adj.
13732	vojenny		adj.
5340	vojevati		v.intr. ipf.
15153	vojevničji		adj.
19241	vojevnik		m.anim.
22247	vojevoda		m.anim.
36775	vojevodstvo		n.
5752	vojin		m.anim.
31286	vojińsky		adj.
13727	vojna ljudij		f.
2535	vojna		f.
13734	vojsko		n.
31293	vokabula		f.
31295	vokalist		m.anim.
31296	vokaliza		f.
4790	vokaľny		adj.
17061	vokativ		m.
20271	vokrųg		adv.
2539	vol		m.anim.
31303	volan		m.
31304	volapuk		m.sg.
31306	vȯlčje lyko		n.
31307	volejbol		m.sg.
23367	volěti	(voli)	v.tr. ipf.
31312	volfram		m.sg.
23655	Volga		f.sg.
31308	vȯlga		f.
19245	vȯlgkosť		f.
19242	vȯlgky		adj.
31309	vȯlgnųti		v.intr. ipf.
31311	voliera		f.
1518	volja		f.
3928	voljny čas		m.
4127	voljny		adj.
456	vȯlk		m.anim.
31322	vȯlkodav		m.anim.
415	vȯlkolak		m.anim.
2138	vȯlna		f.
4999	vȯlna		f.
34977	vȯlnisty papugajėk		m.anim.
2516	volt		m.
31318	voltmetr		m.
31319	voluntarist		m.anim.
31320	voluntarizm		m.anim.
38013	Volynj		f.
2467	volynka		f.
38014	volyńsky		adj.
2517	von		adv.
31327	vonj		f.
33173	vonj		f.
33169	vonjati		v.intr. ipf.
33170	vonjati		v.intr. ipf.
20817	vȯobće		adv.
23983	vȯobražati sobě		v.tr. ipf.
21643	vȯobražeńje		n.
563	vȯorųženy		adj.
33024	vȯorųžiti		v.tr. pf.
32913	vȯphati		v.tr. pf.
36187	vȯplȯćati		v.tr. ipf.
36188	vȯplȯtiti		v.tr. pf.
554	vȯpros		m.
15646	vȯprosnik		m.
557	vosk		m.
1926	vȯš	(vši)	f.
32609	voščiti		v.tr. ipf.
20291	vot		intj.
3929	voz		m.
19250	voz		m.
34988	vȯzbita smetana		f.
19127	vȯzbito těsto		n.sg.
20278	vȯzbogaćati		v.tr. ipf.
20279	vȯzbogatiti		v.tr. pf.
19130	vȯzbråniti		v.tr. pf.
19128	vȯzbranjati		v.tr. ipf.
19129	vȯzbrånjeny		adj.
13450	vȯzbudimy		adj.
5466	vȯzbuditi		v.tr. pf.
13765	vȯzbudlivo		adv.
5652	vȯzbudlivy		adj.
13766	vȯzbudlivy		adj.
5464	vȯzbuđati		v.tr. ipf.
13760	vȯzbuđeńje		n.sg.
13761	vȯzbuđeny		adj.
5061	vȯzdati čėsť	(vȯzda)	v.pf.
5062	vȯzdavati čėsť		v.ipf.
19132	vȯzdȯhnųti		v.intr. pf.
3321	vȯzdȯlž	(+2)	prep.
556	vȯzdŕžati sę		v.refl. pf.
2891	vȯzdŕživati sę		v.refl. ipf.
1914	vȯzduh		m.
19133	vȯzduholoď		f.
13778	vȯzduhonosima bolěznj		f.
13776	vȯzduhonosima hvoroba		f.
13781	vȯzduhonosima infekcija		f.
13777	vȯzduhonosimo zabolěvańje		n.
4622	vȯzduhonosimy		adj.
19135	vȯzduhoplavstvo		n.sg.
13779	vȯzdušna divizija		f.
5753	vȯzdušny prostor		m.
4621	vȯzdušny		adj.
19136	#vȯzdvigati		v.tr. ipf.
19139	vȯzdvignųti		v.tr. pf.
4256	vȯzdyh		m.
19140	vȯzdyhati		v.intr. ipf.
26176	vȯzglåvje		n.
19141	vȯzględ		m.
31463	vȯzhod sȯlnca		m.
555	vȯzhod		m.sg.
5462	vȯzhoditi		v.intr. ipf.
23537	Vȯzhodna Evropa		f.sg.
4185	vȯzhodno		adv.
35133	vȯzhodnoevropejsky		adj.
4424	vȯzhodnoslovjańsky		adj.
4184	vȯzhodny		adj.
36204	vozilo na vȯzdušnoj poduškě		n.
22412	vozilo		n.
23955	vȯzimati		v.tr. ipf.
36269	voziti sę		v.refl. ipf.
516	voziti		v.tr. ipf.
23957	vȯzjęti	(vȯzȯjme)	v.tr. pf.
32557	vȯzklicaľnik		m.
32558	vȯzklicaľny znak		m.
32583	vȯzklicaľny		adj.
32589	vȯzklicańje		n.
32584	vȯzklicati		v.tr. ipf.
32586	vȯzklik		m.
32585	vȯzkliknųti		v.tr. pf.
32435	vȯzkresati		v.intr. ipf.
32439	vȯzkresiti		v.tr. pf.
31339	vȯzkresnųti		v.intr. pf.
32438	vȯzkrešati		v.tr. ipf.
36560	vȯzkrešeńje		n.
20280	#vȯzkypyvati		v.intr. ipf.
5460	vȯzlětati		v.intr. ipf.
5461	vȯzletěti	(vȯzleti)	v.intr. pf.
20799	Vȯzneseńje		n.sg.
20800	vȯznesti		v.tr. pf.
15156	vȯznikati		v.intr. ipf.
20801	vȯznikati		v.intr. ipf.
33155	vȯznikneńje		n.
20803	vȯzniknųti		v.intr. pf.
20804	vȯzniknųti		v.intr. pf.
20805	vȯznositi		v.tr. ipf.
19251	vozny		adj.
5463	vȯzȯjdti	(vȯzȯjde; vȯzšėl)	v.intr. pf.
3492	vozȯk		m.
19145	vȯzpamętati		v.tr. ipf.
19146	vȯzpitańje		n.sg.
19149	vȯzpitati		v.tr. pf.
38019	vȯzpityvati		v.tr. ipf.
5949	vȯzpominati		v.tr. ipf.
19153	vȯzpomněńje		n.
5950	vȯzpomněti	(vȯzpomni)	v.tr. pf.
16776	vȯzprijęťje		n.
802	vȯzråst		m.
21636	vȯzråst		m.
13810	vȯzrastati		v.intr. ipf.
16419	vȯzråsti	(vȯzråste)	v.intr. pf.
23051	vȯzråstla	(vȯzråstloj)	f.
626	vȯzråstlosť		f.
180	vȯzråstly		adj.
22991	vȯzråstly	(-ogo)	m.anim.
19158	vȯzroditi		v.tr. pf.
17065	vȯzrođeńje		n.sg.
17098	vȯzrođeńje		n.sg.
19157	#vȯzrođeńje		n.sg.
34725	vȯzsiliti		v.tr. pf.
34723	vȯzsilovač		m.
34724	vȯzsilovati		v.tr. ipf.
23919	vȯzskakati		v.intr. ipf.
23918	vȯzskočiti		v.intr. pf.
21826	vȯzstańje		n.
13881	vȯzstati	(vȯzstane)	v.intr. pf.
21822	vȯzstavati		v.intr. ipf.
34959	vȯztręsati		v.tr. ipf.
34960	vȯztręsti		v.tr. pf.
22294	vȯzveličati		v.tr. pf.
22293	vȯzveličivati		v.tr. ipf.
19159	vȯzvesti	(vȯzvede)	v.tr. pf.
31267	vȯzvod		m.
31955	vȯzvoditi		v.tr. ipf.
22646	vȯzvraćati		v.tr. ipf.
18360	vȯzvråćeńje		n.
22647	vȯzvråtiti		v.tr. pf.
22718	vȯzvråtny		adj.
13400	vȯzvŕšati		v.tr. ipf.
13401	vȯzvŕšeńje		n.
13402	vȯzvŕšiti		v.tr. pf.
22737	vȯzvysiti		v.tr. pf.
22742	vȯzvysiti		v.tr. pf.
22736	vȯzvyšati		v.tr. ipf.
22739	vȯzvyšati		v.tr. ipf.
31342	vȯzvyšeńje		n.
20281	vȯzvyšenosť		f.
31343	vȯzvyšeny		adj.
36559	vȯzvyšeny		adj.
22925	vȯzzvańje		n.
21205	vpad		m.
21207	vpadati		v.intr. ipf.
29828	vpaly		adj.
21209	vpasti	(vpade)	v.intr. pf.
23845	vpečatlivy		adj.
19252	vpečatljeńje		n.
32911	vpihati		v.tr. ipf.
6201	vpis		m.
6200	vpisati	(vpiše)	v.tr. pf.
6199	vpisyvati		v.tr. ipf.
23376	vpiti	(vpije)	v.tr. pf.
23377	vpivańje		n.sg.
23375	vpivati		v.tr. ipf.
20272	vplesti	(vplete)	v.tr. pf.
34327	vpletati		v.tr. ipf.
2871	vplyv		m.
1833	vplyvati		v.intr. ipf.
23396	vplyvny		adj.
1836	vplyvti		v.intr. pf.
4566	vpȯlně, vpȯlno		adv.
5279	vpravo		adv.
3369	vprěd		adv.
21199	vpręgati		v.tr. ipf.
21200	vpręgti		v.tr. pf.
17062	vpŕvo		adv.
1837	vråbėc		m.anim.
22658	vraćati sę		v.refl. ipf.
5917	vraćati v otčinų		v.ipf.
1839	vraćati		v.tr. ipf.
13825	vråg		m.anim.
31350	vrån		m.anim.
1838	vråna		f.
37745	vråta (sport)		n.pl.
1911	vråta		n.pl.
3109	vråta		n.pl.
23252	vråtaŕ		m.anim.
32443	vråtaŕ		m.anim.
31355	vråtič		m.
22654	vråtiti sę		v.refl. pf.
5918	vråtiti v otčinų		v.tr. pf.
1773	vråtiti		v.tr. pf.
